,XMEAS1,XMEAS2,XMEAS3,XMEAS4,XMEAS5,XMEAS6,XMEAS7,XMEAS8,XMEAS9,XMEAS10,XMEAS11,XMEAS12,XMEAS13,XMEAS14,XMEAS15,XMEAS16,XMEAS17,XMEAS18,XMEAS19,XMEAS20,XMEAS21,XMEAS22,XMV1,XMV2,XMV3,XMV4,XMV6,XMV7,XMV8,XMV10,XMV11
15,0.273490291,3634.010262,4430.948331,9.181976931,32.48172177,47.62167717,2802.520586,64.95509561,122.9043179,0.365312835,92.29537486,47.79117372,2706.797054,25.18472142,50.02930737,3336.02062,22.93377246,66.73170039,-0.933103535,271.2375458,102.5961469,92.45415215,62.90948382,53.21366621,26.95921875,60.61723816,45.04008624,37.0455274,46.3671471,35.66241565,13.62516853
16,0.274462034,3645.791762,4467.182571,9.281620299,31.92603011,47.66041889,2802.373208,64.80270784,122.8990731,0.370928297,92.31869568,48.50762078,2706.696266,25.11336738,48.75216022,3335.063659,22.8740366,66.74455479,0.152590413,270.7732622,102.5607168,92.5171447,62.93455058,53.20009496,26.90007238,60.75088879,45.78770205,37.03061826,46.39852532,35.79471197,12.21460823
17,0.282029846,3652.641848,4397.325049,9.222972734,32.3807283,47.30951004,2800.807994,64.97634263,122.8966351,0.378025664,92.28393245,49.02601251,2705.689804,25.26679077,48.83396664,3333.55572,22.89746586,66.75264802,1.006767363,270.4871734,102.593102,92.3608549,62.95298845,53.131001,27.61935579,60.60537343,46.35288331,37.01668359,46.32959005,35.77043216,12.06090261
18,0.279277002,3669.523671,4424.403672,9.336662942,31.99987949,47.6752603,2800.925033,64.67286667,122.8798063,0.375604817,92.31802762,46.84630218,2704.868085,25.19699307,47.12900691,3332.772717,23.05644991,66.76149267,-0.273751193,270.5777245,102.5809633,92.46494268,62.99126979,53.15633642,27.29589425,60.68876622,46.20841966,36.96698122,46.36097066,35.63233646,12.96251983
19,0.274663065,3676.293411,4437.465886,9.261765257,32.45847857,47.38994899,2799.842825,64.75646575,122.9124348,0.373983227,92.36306395,48.20561812,2705.138772,24.94753672,49.04687263,3332.657381,22.80710061,66.73864855,-1.062468302,270.8205994,102.5971315,92.5770036,62.99812741,53.11037703,27.01662086,60.72386175,46.02806291,36.96289205,46.32668716,35.71628908,11.33699227
20,0.279456941,3651.505663,4413.166078,9.292125896,32.32566224,47.29698727,2800.107958,65.14222221,122.9161625,0.371814793,92.33723239,47.0862042,2704.845342,25.11905705,48.29723843,3332.374736,22.93958495,66.73576398,0.227526373,270.8424261,102.5748086,92.52154403,63.03131255,53.07948573,27.47698606,60.81377005,45.94499698,36.95811765,46.30678411,35.63805288,13.33750224
21,0.273497359,3650.007717,4436.626506,9.30726286,32.31901794,47.54302472,2799.851676,64.34750487,122.8943977,0.3695279,92.28951665,48.74899702,2703.490367,25.13714204,45.69441255,3331.838504,22.86718416,66.7404204,0.163906289,270.613044,102.5791989,92.31590327,63.06636693,53.05771632,26.86637366,60.73478222,45.84724248,36.91352905,46.2809861,35.80106414,11.31534083
22,0.277893451,3648.932868,4457.077004,9.248440661,32.07145474,47.12421557,2799.607255,64.30788773,122.9053626,0.362876335,92.25232531,47.40957861,2703.621198,25.10399805,47.02772057,3331.146663,22.90362672,66.71478811,-0.147638903,270.3587687,102.5822067,92.36826184,63.0219931,53.17402161,27.36339231,60.85972962,45.42770044,36.91488261,46.2965125,35.65995093,12.90831194
23,0.283690792,3666.725627,4455.070896,9.227517639,31.79198879,47.45164634,2800.191496,64.88621135,122.9127259,0.369628746,92.2789012,47.52150759,2703.759286,25.11818504,47.45875492,3332.393901,22.94577719,66.70850655,0.294345058,269.8308801,102.5761797,92.22270206,62.99292548,53.23073843,27.96695198,60.8431231,45.56455247,36.89249537,46.29399186,35.77249688,13.08598785
24,0.286538186,3678.13734,4436.832527,9.288236892,31.77676904,47.26730246,2801.526318,65.24322417,122.9085328,0.370467374,92.33752701,49.34681059,2705.48683,25.0686649,46.17126316,3333.96679,22.53049797,66.67422478,3.041689744,270.3808294,102.5809399,92.55520172,63.00581345,53.18941943,28.18148514,60.79191595,45.79950119,36.86747684,46.27745696,35.61508736,12.81703066
25,0.28705248,3674.791341,4490.216074,9.258732959,32.10654624,47.42963382,2800.263231,65.4598645,122.9095586,0.371541991,92.26358826,49.27609649,2704.87035,25.11353725,45.86920329,3333.446844,22.83967133,66.67007074,1.025513109,270.4250624,102.566885,92.39020558,63.05423033,53.16193756,28.16986942,60.77935282,46.2387413,36.85972645,46.23901958,35.60675114,15.07395496
26,0.289837491,3670.444184,4413.170856,9.240646926,32.02031292,47.31678545,2800.804893,65.15960514,122.9246439,0.375273221,92.27213333,47.05574787,2705.151741,25.19760849,46.6268129,3332.759583,22.5240208,66.64626969,-1.738093034,270.2614623,102.5497825,92.37642524,63.0942982,53.15152861,28.50464504,60.76647589,46.42446839,36.86285054,46.2525943,35.74463775,14.67983234
27,0.280115192,3649.016811,4427.046182,9.339867313,31.934414,47.53681131,2801.075954,65.2099966,122.9156569,0.375859875,92.24574617,48.1007367,2705.171043,25.02290973,45.51823781,3332.653637,22.9820352,66.61508902,-1.233066004,270.1167687,102.5377434,92.4600059,63.10983908,53.17601071,27.78073644,60.9790273,46.53620672,36.8773016,46.26767771,35.68189288,11.44606262
28,0.286060781,3639.508569,4454.148682,9.298603874,32.30630898,47.55803117,2800.63795,64.08886056,122.8931597,0.380488866,92.23209893,46.69353688,2705.042484,25.15908605,47.21003528,3333.4144,23.05151481,66.62345727,-1.091811911,269.6902497,102.5411726,92.2585984,63.10374682,53.19155909,28.1640046,60.89486526,47.03834928,36.86621791,46.22074591,35.68257132,14.92626419
29,0.291197657,3686.496901,4441.454709,9.216083307,32.10313454,47.18346179,2799.889518,64.6005147,122.8987403,0.385982712,92.21733869,49.23637024,2704.986092,25.0483583,44.80139642,3332.074933,22.81858606,66.61442066,-1.005686335,270.5612841,102.569314,92.34123784,63.06970908,53.2516778,28.67307881,60.77016446,47.2866584,36.86199007,46.18033693,35.85550715,13.07349403
30,0.297721163,3633.609673,4449.478153,9.319742863,31.87338514,47.25675006,2799.904709,64.49152195,122.9096059,0.384896125,92.25842094,47.97285323,2705.194527,24.89327816,46.25951058,3332.847519,22.90876402,66.6376854,-1.040495989,270.2380022,102.5617206,92.25851175,63.05153771,53.34594375,29.17040803,60.7808818,47.29289491,36.88247911,46.20628425,35.64781458,11.51491399
31,0.302026024,3646.752407,4484.229961,9.213021011,32.08808694,47.31863497,2801.052944,64.79926627,122.9023742,0.383553246,92.26028898,48.28582195,2705.683224,24.86901259,44.79356965,3333.443807,22.64267842,66.61127825,-0.167534051,270.4316227,102.5517798,92.43501301,63.01883913,53.41890817,29.50128774,60.87770364,47.38058034,36.88939268,46.22477004,35.77091148,14.20797539
32,0.297420477,3662.127206,4461.753242,9.211804776,31.70677542,47.45811803,2801.7075,64.86785532,122.9198926,0.38741426,92.22442839,47.12649917,2705.851179,24.98392219,44.51832044,3333.693168,22.57258705,66.56873199,-0.882236003,270.1641666,102.5715661,92.43177119,62.98952228,53.41562757,29.25125752,60.91029034,47.71836276,36.86406283,46.19018844,35.74128487,13.02701668
33,0.294459733,3655.831155,4470.901227,9.3297805,32.18065429,47.59571524,2802.378559,64.18512471,122.9272997,0.390361841,92.31485675,47.65096178,2707.125578,24.92525177,43.92589004,3335.213595,22.90692206,66.56061957,-1.175837635,270.3791488,102.5366784,92.59460314,63.02022893,53.45493641,28.90204635,61.03774368,48.3385581,36.87935598,46.21890843,35.74183269,12.46313858
34,0.292812369,3643.500933,4447.558364,9.273982893,32.15655736,47.01344407,2801.221816,64.53777387,122.8984013,0.394961143,92.22883214,48.10121016,2705.69776,24.95218266,41.9707965,3334.258648,22.74029888,66.5609482,0.325834651,270.880384,102.5472242,92.53883504,63.01038618,53.45109325,28.69860971,60.93449831,49.2481565,36.87482604,46.1562495,35.75097758,12.32696982
35,0.290814353,3644.585964,4475.843345,9.296033708,32.02228299,47.36118096,2800.877845,64.90528827,122.8955747,0.402947792,92.15413207,48.58863206,2704.888734,24.97169489,42.95273107,3333.076385,22.84856192,66.54684682,1.561492062,270.0491958,102.5717485,92.30328211,63.02669096,53.48401685,28.63948539,60.95860247,49.5027401,36.85959941,46.14735704,35.64357915,11.96458172
36,0.296417058,3686.128137,4446.334042,9.188390947,32.16747597,47.23212696,2800.164822,64.74630631,122.906392,0.398916747,92.1723587,47.05979797,2704.423245,24.98970773,42.92785735,3332.470741,22.82473845,66.55342098,1.25017499,270.3103029,102.5519918,92.48269341,63.03014218,53.49384426,29.33423194,60.84784614,49.53914019,36.89188636,46.14751792,35.66598737,11.70191564
37,0.301617945,3648.662236,4471.697507,9.383155454,32.04757041,46.84497284,2799.204554,64.96975944,122.8925084,0.402349608,92.13305448,47.32362253,2704.157688,24.8695874,44.18508645,3331.949418,23.01138916,66.53539375,0.578658488,270.2542646,102.5529004,92.23732223,63.1082911,53.39250142,29.61969169,60.98754553,49.30596709,36.90008854,46.14800276,35.83714934,10.59696363
38,0.299334652,3671.776582,4440.596925,9.268388478,31.96465853,47.20110446,2799.953194,64.84468404,122.9131703,0.396096328,92.16124388,47.36247138,2704.863269,25.04753683,44.33713435,3333.404567,22.85117028,66.55680502,1.919722081,270.1693165,102.515349,92.2347136,63.14780778,53.36403695,29.3080984,61.08836696,49.36564066,36.8776875,46.13532387,35.92035139,11.54752973
39,0.30564363,3641.981098,4456.486172,9.233502359,32.05576585,47.26706914,2798.659125,65.22729209,122.8955059,0.400937422,92.10697096,48.9933237,2704.040678,24.8857575,40.77840914,3331.39725,22.82354315,66.53196459,0.700414104,270.8580713,102.5507473,92.39925082,63.12721095,53.49145134,30.03715444,60.92285362,49.20812373,36.89258112,46.1356736,35.73413173,12.6053976
40,0.297857654,3654.148668,4448.603341,9.289733007,32.17910436,47.45655368,2799.709656,65.6121587,122.8860153,0.399698071,92.10389386,48.00425686,2704.51794,24.96602196,42.69833589,3332.036659,22.90545296,66.54520539,-0.04836232,269.8739036,102.5106294,92.20074955,63.0534028,53.58525202,29.3753283,61.24711219,49.1054708,36.8901678,46.11958832,35.80183135,12.6036542
41,0.289985304,3677.807009,4492.900492,9.232525507,32.53644594,47.05978188,2801.1419,64.04565067,122.9031706,0.401566635,92.17474077,49.19122844,2705.701654,24.99748842,43.26855403,3333.859037,22.82276121,66.51910272,-0.003799623,270.4817214,102.5095652,92.23431432,63.02528815,53.65780238,28.59973653,61.11130472,49.5714151,36.92094698,46.11994661,35.93593201,13.79649944
42,0.291624134,3671.137278,4481.812308,9.44533566,32.03370988,46.98472813,2801.330607,66.19016705,122.8857708,0.403424422,92.13245131,48.42747492,2705.395414,25.06593202,43.97300684,3333.352009,22.97257626,66.52655317,0.143837824,270.2555774,102.5270473,92.36613139,63.0511935,53.6489497,28.828214,61.2103189,50.03890467,36.92417301,46.14237445,35.80715907,14.46079595
43,0.297929595,3652.65965,4492.565351,9.386548726,32.3210698,47.52632234,2800.613783,65.42586661,122.8841707,0.406085184,92.13803251,47.97072285,2704.927319,25.28252056,42.80267231,3333.589776,22.97429778,66.48667851,0.768220767,270.4779188,102.5036954,92.32698083,63.06460752,53.62544766,29.3976284,61.09520814,50.11235926,36.9431492,46.11873977,35.87446045,12.82560685
44,0.29381086,3669.364724,4449.627803,9.375174711,31.75209117,47.58092296,2800.39289,64.69240381,122.9067163,0.409080129,92.14635608,48.62643941,2705.027954,25.01112423,43.20760639,3332.990817,23.04671944,66.51625654,-0.76054996,270.570267,102.5033091,92.47442918,63.01352676,53.70664178,28.70973706,61.15084544,50.28892126,36.92938235,46.09493315,35.90607341,12.27599036
45,0.293227526,3662.437265,4463.456981,9.316034454,32.01616968,47.60629728,2800.975394,65.50021457,122.9120922,0.40650473,92.17403838,48.8634556,2705.67217,25.08984011,41.45959126,3333.487089,22.96408403,66.50140411,-0.771859805,271.0475871,102.5162696,92.76819316,62.97522435,53.831844,28.74939818,61.24396805,50.42370075,36.92635001,46.12441403,35.88608067,12.69088969
46,0.296618778,3635.004511,4485.159373,9.324784789,31.73152857,47.14938449,2800.369806,65.09136988,122.8997843,0.414286379,92.02964249,47.45405641,2704.786571,25.0023123,42.87745284,3333.126729,22.70688394,66.52236949,-0.239113861,270.3411907,102.5118481,92.39858265,62.91907403,53.84115967,29.13639274,61.22028762,50.89003603,36.93380597,46.07967133,35.86330911,11.80506952
47,0.294972022,3644.156501,4447.237307,9.260304418,32.25439587,47.28141834,2800.706247,64.68399211,122.9062225,0.415096221,92.11891785,46.0556753,2705.311627,24.96903515,41.46446344,3334.342714,22.89735797,66.54101539,-0.241656104,270.2575176,102.5072724,92.22423702,63.02711031,53.76515359,28.96149181,61.21418644,51.54732923,36.93712817,46.08090303,35.79281998,13.723743
48,0.305837348,3647.867814,4534.511872,9.28680271,32.10953901,47.3206282,2798.886896,65.02448738,122.8898553,0.418467243,92.07601491,49.40922534,2703.646012,24.74940386,43.17768957,3331.75517,22.69839848,66.52637495,-0.552316581,270.6056123,102.5117737,92.19424402,63.07644535,53.73659113,30.07339796,60.96175835,51.53152396,36.94235781,46.10523253,35.82822619,11.73941206
49,0.310720379,3634.531715,4522.902098,9.308725771,32.42138936,47.39843474,2799.10569,65.12659555,122.9082254,0.413182733,92.08008961,48.03047286,2703.223425,25.15535808,43.57616465,3331.579516,22.73865783,66.53115381,1.454217609,270.4723224,102.4990744,92.20219246,63.14410825,53.70492197,30.71288307,61.14214108,50.99624048,36.95223449,46.11444671,35.92807539,11.906103
50,0.308378338,3664.816197,4490.631528,9.295451903,31.95242641,47.28421447,2800.240788,64.16663673,122.9227631,0.412158259,92.275821,47.49087246,2704.280284,25.02731702,41.63536865,3333.106103,22.77326041,66.55306551,0.511758234,270.3577474,102.4559166,92.37385883,63.20451007,53.67197236,30.36056649,61.17339017,50.58062965,36.94720877,46.12061564,36.13393843,11.81318279
51,0.30637304,3716.631397,4487.206593,9.37700368,32.25038027,47.25953201,2798.932388,65.72218985,122.9032872,0.404288037,92.12913212,49.80895256,2703.119067,25.06982769,42.40131182,3331.400525,23.03441198,66.54666986,1.941100379,270.1753144,102.4503582,92.44693587,63.21973163,53.65598492,30.18398317,61.2028385,49.91138284,36.97196253,46.12563599,35.95503062,14.33862337
52,0.314042714,3697.282095,4495.91724,9.241352047,32.02090488,47.34680997,2797.873329,64.72861072,122.8895895,0.398581413,92.01298269,48.2621531,2702.033353,24.92304213,42.15688571,3330.657242,22.75149772,66.55671705,1.971733738,270.547923,102.4665846,92.09292056,63.19758689,53.71192186,30.69828903,61.16407565,49.31957688,36.97009368,46.09621515,35.99143717,11.68412326
53,0.315177656,3638.266848,4489.851647,9.263842602,31.64661393,47.49718765,2798.163643,64.87578278,122.9019067,0.392996525,92.02697687,48.76810966,2701.815449,25.29024208,40.44431509,3330.864973,22.73858576,66.51340189,0.077211238,270.6835681,102.453835,92.20301514,63.18010546,53.7677674,31.05041931,61.19252152,48.4810084,36.97523571,46.12663977,35.99642751,10.15580344
54,0.318105238,3675.046944,4497.629667,9.215545663,31.96080514,47.2303043,2798.110177,64.76940654,122.8908355,0.391838077,92.03785889,49.06043997,2702.905697,24.89628814,40.56706232,3330.203515,22.84285272,66.5628793,0.994912309,270.8756078,102.454655,92.33782007,63.16843974,53.78892818,31.27196821,60.98016796,47.90415192,36.96497367,46.09321804,36.01985896,11.7915556
55,0.314407663,3648.253615,4463.216246,9.275338522,32.40379913,47.34537134,2798.892215,65.20760261,122.9040153,0.382703654,92.01238758,49.44657599,2702.712027,25.21129464,42.3490772,3330.153461,22.67299474,66.56308975,1.024087229,270.6115923,102.4685832,92.27582225,63.16209158,53.81473288,30.83069759,61.17813305,47.44593751,36.97889631,46.07204716,35.91436995,12.65392051
56,0.308669537,3667.858376,4476.576495,9.293192334,32.35143941,47.08822416,2799.6466,65.11307327,122.8994829,0.385840247,92.08272225,48.22195614,2704.268225,25.23647776,41.23018932,3332.451324,22.80281545,66.55727808,1.270362312,270.5296536,102.4414387,92.10612972,63.1580683,53.84514059,30.42604221,61.22901485,47.38610626,36.99373176,46.11613671,36.00956456,12.86750208
57,0.315225959,3688.586833,4493.652601,9.387152165,32.17695377,47.5642144,2801.892622,65.28889984,122.9077166,0.387396063,92.17680923,50.02470271,2705.456352,24.81924926,42.32096542,3335.020126,22.83078898,66.54820701,-0.778586673,270.7892833,102.4208332,92.32047566,63.17681774,53.82490687,30.81214582,61.23967205,47.50901768,36.9745842,46.1136557,36.09186443,14.03880339
58,0.312514835,3669.266055,4492.45759,9.316140864,32.85911419,47.60806735,2800.432115,64.72947225,122.8863073,0.387220173,91.97437417,49.1219439,2704.990621,24.86872897,41.92876837,3332.624852,22.86601841,66.51096537,-0.728027903,270.8127489,102.4316924,92.27802171,63.21496467,53.82408274,30.77159678,61.35609822,47.87459013,37.01275369,46.11524066,36.08050458,14.13550834
59,0.316175249,3674.575718,4468.200442,9.334928317,31.97133221,47.36295929,2800.676124,64.94077952,122.908347,0.392784871,92.05416259,51.16422134,2705.257932,24.87821179,40.818853,3333.569614,22.82777404,66.53176875,-0.969843427,271.2648545,102.4143572,92.10265517,63.2227402,53.78858555,31.00243893,61.18523228,48.31883008,37.00984173,46.09148433,36.08351242,14.01655221
60,0.315069456,3672.648231,4503.632392,9.320517743,31.90859153,47.89783704,2800.987937,65.4592554,122.8946859,0.396444412,92.02226415,48.09269267,2704.999176,25.09036945,44.43143925,3333.933475,22.70362296,66.50366048,-0.861741906,271.3124801,102.4286081,92.32461985,63.22392696,53.82141218,31.09049395,61.30548889,48.34086335,37.03768839,46.08800919,36.09861736,12.05713243
61,0.312105062,3693.129639,4511.551978,9.445106777,31.80228531,47.57803872,2801.079551,64.57915696,122.8930523,0.401490477,92.00967486,49.47095787,2705.290979,25.02107912,42.38770829,3334.368854,22.76437801,66.50751297,0.387931658,271.461433,102.401985,92.36409721,63.23092385,53.83041202,30.52268072,61.33261111,48.89198569,37.02290064,46.10590405,35.9708511,13.97807981
62,0.314016302,3674.56824,4492.303917,9.347332572,32.34357781,47.68609234,2800.567368,66.38734195,122.8938605,0.400465835,92.08893051,48.75452373,2705.221128,25.00444814,43.44332773,3332.939421,22.82064207,66.53244066,-1.060017257,271.9867197,102.4110652,92.60628328,63.24637612,53.79850785,30.90754912,61.15077441,49.09168691,37.04510337,46.09172821,36.04166284,14.0423931
63,0.315439783,3693.340747,4481.397663,9.352801947,32.51728327,47.55062556,2800.066083,65.83878574,122.8875842,0.400018077,92.13009132,49.18083177,2704.979033,25.26838945,42.48693328,3333.496852,22.80260951,66.56954603,-0.660141831,271.2894188,102.3942264,92.19977568,63.26401862,53.78077173,30.91697621,61.26961608,49.18116999,37.06052955,46.11753676,36.22581886,16.10993588
64,0.313385803,3671.053981,4512.549312,9.36278838,32.1219319,47.63248307,2800.996313,65.54837061,122.9131291,0.402625898,92.19069542,48.30661319,2705.43923,24.92711946,42.66770996,3333.483416,22.92580986,66.58460128,0.188656744,271.5816056,102.3926378,92.29638301,63.26855426,53.85513513,30.95069286,61.33330721,49.19969259,37.01956442,46.13778825,36.21634477,14.59092915
65,0.322389498,3684.875031,4502.904734,9.300645183,31.97790076,47.34090971,2799.555073,64.99311481,122.8884161,0.402624081,92.07688529,51.49819632,2703.84704,25.18289713,42.02562495,3332.363998,22.81754941,66.57923487,0.603882214,271.4423471,102.3923455,92.33072917,63.23556485,53.90331693,31.62742976,61.23359805,49.06857103,37.04371392,46.14720032,36.06840131,15.37215024
66,0.317079143,3694.702969,4495.509089,9.343068268,31.9634562,47.61156007,2799.719931,64.85062023,122.8988982,0.39783572,92.02668857,48.31085504,2703.956076,25.22682256,43.90611453,3332.576477,22.87453084,66.55937825,-0.708947896,271.5613738,102.3991799,92.45916928,63.22497355,53.93001919,31.19421221,61.31669076,48.78009922,37.08092473,46.14497146,36.10663491,13.47102936
67,0.311505188,3648.189167,4498.04568,9.38580209,32.29368887,47.73417084,2799.86747,64.11344651,122.8983455,0.403626151,92.09559656,48.40564617,2704.613651,25.22465744,44.60685166,3332.911097,22.98122755,66.59844256,-0.74523652,271.8005512,102.3960945,92.11041114,63.29846294,53.83945358,30.75182632,61.28586446,49.01874431,37.06405839,46.16907559,36.03315282,11.294659
68,0.315709201,3696.783923,4483.981664,9.426479833,32.27600323,47.78920283,2800.707955,65.82993854,122.9026522,0.398545513,92.14566868,48.15563932,2704.745695,25.08094227,44.24035902,3332.753905,22.95207228,66.57578511,-1.432409977,272.4717685,102.3976147,92.58064591,63.33046042,53.78812067,31.17449161,61.37676504,48.54564825,37.05869573,46.14925814,36.07641731,14.41684964
69,0.312547105,3666.688878,4494.321078,9.274921701,32.33166678,47.52173349,2800.746963,65.09634,122.9050745,0.39779508,92.18450336,48.82496998,2705.607022,25.09669165,46.0861764,3334.122342,22.93158515,66.64506903,-1.273741392,271.8890632,102.3553676,92.30785429,63.36824286,53.74551741,30.77688308,61.45292764,48.9826243,37.05676524,46.14053663,36.21253351,12.74762589
70,0.312070856,3699.015133,4496.214808,9.348549984,32.50629301,47.90337032,2799.429148,65.27716537,122.9033776,0.403281093,92.01762861,49.02632803,2703.840738,25.11098451,44.00398097,3331.857337,22.85395029,66.6361137,-0.89709444,272.2090068,102.387048,92.45592208,63.42645987,53.69488038,30.78906822,61.36906127,48.99200978,37.06556608,46.15641318,36.05553457,11.93569123
71,0.314765008,3642.303782,4506.573424,9.379088537,32.15247368,48.03854125,2798.546902,65.13524243,122.8939164,0.399296505,92.07407804,48.98683677,2702.998606,25.08611727,43.12310769,3330.719006,22.96188562,66.65144054,2.080969102,272.3433434,102.3849067,92.44596306,63.4480427,53.67055659,30.99689778,61.29180765,48.5593963,37.07505216,46.14337229,36.03580352,10.16378922
72,0.313895133,3681.307638,4506.263216,9.38203185,32.55503113,47.72753504,2799.224535,65.63858638,122.9004104,0.389976059,92.15380543,47.85562731,2703.617081,25.1320139,46.17336277,3331.466489,22.89706126,66.67657915,-0.002000307,272.1948367,102.3714496,92.65184561,63.40387757,53.79746339,31.06035711,61.3347884,48.03685901,37.08207091,46.16136157,36.20996211,11.16282406
