INDEX,VA1,VA2,VA3,VA4,VA5,VA6,VA7,VA8,VA9,VA10,VA11,VA12,VA13,VA14,VA15,VA16,VA17,VA18,VA19,VA20,VA21,VA22,VA23,VA24,VA25,VA26,VA27,VA28,VA29,VA30,VA31,VA32,VA33,VA34,VA35,VA36,VA37,VA38,VA39,VA40,VA41,VA42,VA43,VA44,VA45,VA46,VA47,VA48,VA49,VA50
2/8/2016 23:00,0.278089424,3676.424575,4426.865012,9.245372814,32.16287215,47.60035842,2801.226076,65.29320114,122.907772,0.202733368,92.09346823,51.45727864,2705.140525,25.29759794,49.44856182,3333.340057,22.56825549,66.67630173,3.041689744,273.3641005,102.4605116,92.57852326,32.15026985,15.07297721,18.79833215,5.953316189,16.69639768,4.106013516,32.71055845,21.52720668,13.31894681,0.843575859,16.1692946,5.442692755,6.602150773,3.233615542,0.006833257,0.564881654,0.193769764,53.22583121,43.52569143,62.97623838,53.06971142,27.34878215,60.51050403,24.78822429,37.20481213,46.45392667,35.88892935,12.95430491
2/9/2016 0:00,0.277259054,3672.736844,4478.910533,9.213833229,32.50025592,47.76619379,2799.917591,65.48613075,122.9087051,0.202873228,92.03411156,51.43650886,2704.484788,25.3496645,49.48548721,3332.755692,22.88180446,66.68958913,1.025513109,273.4765466,102.4488932,92.43240515,32.24192449,14.93396805,19.07219089,5.776181108,16.60436413,4.036162702,32.99543057,21.71599188,13.57864113,0.896228097,15.71187396,5.445820018,6.625801654,3.348315841,0.006833257,0.564881654,0.193769764,53.22583121,43.52569143,63.01871883,53.02626766,27.20485604,60.48458361,25.10680925,37.20532871,46.42647225,35.87465167,15.1994921
2/9/2016 1:00,0.27861581,3667.929539,4400.651213,9.193839947,32.42059777,47.65570842,2800.41922,65.16337167,122.9237663,0.205428294,92.05824376,49.25275417,2704.733844,25.43966661,50.58197125,3332.010499,22.57054672,66.68360499,-1.738093034,273.3721559,102.4345951,92.43749871,32.36013905,14.90843728,18.33760596,5.809530881,16.81682825,4.059174869,32.90247729,21.65980928,13.33064553,0.91620869,16.79361925,5.433259921,6.755895788,3.176058316,-0.012428814,0.570170541,0.189046682,53.35294714,44.46508548,63.05083193,53.00134149,27.39903891,60.4591975,25.14080879,37.21472626,46.45071788,36.00660326,14.79296149
2/9/2016 2:00,0.267553488,3646.153027,4412.968443,9.290836262,32.34051604,47.87711834,2800.655537,65.19301495,122.9147434,0.204636127,92.04832118,50.32123498,2704.727213,25.26936665,49.80885054,3331.854454,23.03286986,66.67073638,-1.233066004,273.2802204,102.4252957,92.53983577,32.03182272,14.71527034,18.76391723,5.935694219,16.57888474,4.025965939,32.41911666,21.71618651,13.2271774,1.093526951,15.74937478,5.413385509,6.760740858,3.237246012,-0.012428814,0.570170541,0.189046682,53.35294714,44.46508548,63.06039919,53.00710806,26.54338451,60.65711455,25.08347324,37.23320057,46.47626209,35.93755572,11.54831805
2/9/2016 3:00,0.271941,3636.174097,4438.704662,9.247897368,32.71679611,47.89882615,2800.198134,64.05361621,122.8921825,0.207847782,92.05272508,48.9249448,2704.590934,25.40853493,51.82984629,3332.588211,23.10678844,66.69490081,-1.091811911,272.8972956,102.4310077,92.3514988,32.21352578,14.82917367,19.05219522,6.114061776,16.56121369,4.085093239,33.0289069,21.68442518,13.22835415,0.80728899,15.86094887,5.381739985,6.719576052,3.274738198,-0.012428814,0.570170541,0.189046682,53.35294714,44.46508548,63.04616658,53.00632923,26.77316144,60.56200538,25.40665673,37.22393651,46.43930938,35.93211976,15.02562443
2/9/2016 4:00,0.275508784,3682.688819,4424.531827,9.16352557,32.5176792,47.523918,2799.437035,64.54918793,122.8976452,0.211848825,92.05443247,51.46888258,2704.53126,25.29950465,49.741242,3331.226017,22.87818443,66.70135072,-1.005686335,273.8061621,102.4623017,92.44961187,32.23049612,14.88715988,19.15445367,6.004746769,16.61792121,4.07588494,32.76928861,21.67135798,12.18588462,0.832384752,16.07031766,5.390613609,6.659185357,3.236248582,0.011541009,0.574253198,0.178058567,54.11884451,44.66393437,63.00401203,53.04867286,27.12787448,60.42515173,25.4654611,37.21976831,46.40814097,36.09758457,13.16463438
2/9/2016 5:00,0.280432652,3629.316543,4431.06321,9.265334554,32.2921145,47.5960611,2799.454456,64.42632763,122.9085652,0.209224827,92.11106678,50.19799764,2704.754583,25.14536135,51.50793151,3331.988317,22.97252522,66.73883296,-1.040495989,273.5182832,102.4578307,92.38492779,31.95028986,14.85552928,18.94496604,6.07330499,16.97142562,4.066674359,32.76605906,21.93998304,13.40014844,0.911416101,16.32532248,5.410485294,6.616933046,3.244582556,0.011541009,0.574253198,0.178058567,54.11884451,44.66393437,62.97745654,53.12512373,27.46782388,60.4237385,25.27693089,37.23920325,46.44294142,35.88321498,11.59534432
2/9/2016 6:00,0.283085746,3641.899211,4464.43535,9.156837767,32.50985967,47.65629867,2800.610973,64.7225506,122.9011382,0.206373691,92.12661673,50.49534091,2705.259609,25.12087685,50.33734281,3332.585706,22.71042027,66.72651697,-0.167534051,273.7383109,102.4516587,92.57550015,32.26827419,14.96692163,18.70501873,5.918010124,16.348044,4.075800626,32.24745494,21.72083407,12.91687176,0.94334133,16.39598364,5.432134757,6.716928179,3.267495476,0.007577239,0.567710809,0.180215493,54.05683876,44.60358874,62.93509862,53.18159035,27.63609285,60.50888791,25.18137121,37.24363146,46.46989022,35.99716727,14.27486456
2/9/2016 7:00,0.276945084,3656.771886,4440.410246,9.153634966,32.13102257,47.79354691,2801.288283,64.78185781,122.9185342,0.208864076,92.10413199,49.31340637,2705.458136,25.23453748,50.34238664,3332.851654,22.64416653,66.6970335,-0.882236003,273.4924559,102.4752849,92.58387995,32.37847995,14.95934596,18.55022906,5.906224006,16.54583241,4.114765628,32.56916588,21.55295046,13.01617857,0.902674038,16.20753964,5.406832715,6.626156617,3.250007195,0.007577239,0.567710809,0.180215493,54.05683876,44.60358874,62.89715968,53.15974329,27.23528051,60.52848058,25.35676678,37.21429585,46.44332691,35.95843951,13.08337285
2/9/2016 8:00,0.27245123,3649.909051,4448.131339,9.269685102,32.60672827,47.9282868,2801.998787,64.09180216,122.9259148,0.2106259,92.2077242,49.81038453,2706.780546,25.17430381,50.01351321,3334.406797,22.98220938,66.69900723,-1.175837635,273.7220314,102.4442977,92.75897237,32.68816515,14.90914283,18.70785781,5.983188929,16.6558707,4.089623562,32.43883037,21.73104836,13.37910526,0.926338868,15.75963784,5.425042768,6.764550869,3.283302349,0.007577239,0.567710809,0.180215493,54.05683876,44.60358874,62.91809301,53.18199162,26.7351799,60.6432638,25.82449575,37.22512508,46.47979873,35.95013436,12.5115122
2/9/2016 9:00,0.269299098,3637.003794,4423.343493,9.212057974,32.58342343,47.34254254,2800.873007,64.43912345,122.8968593,0.214180482,92.13352431,50.22771489,2705.388932,25.19854295,48.30467884,3333.479403,22.81917594,66.70848761,0.325834651,274.2314198,102.4592389,92.71019178,32.64634704,14.70862965,18.69090933,5.879045741,16.61706507,4.086884543,32.94648475,21.88178497,13.20989395,0.833405849,15.64474243,5.433530202,6.68403066,3.212046368,0.025126328,0.57220078,0.197245659,54.04458536,44.19637587,62.89836457,53.16082571,26.38379261,60.52804413,26.60424497,37.21466685,46.42418348,35.94889472,12.36780591
2/9/2016 10:00,0.265740764,3637.50445,4450.187547,9.232357491,32.44969298,47.68633157,2800.578465,64.80252826,122.8940044,0.221208291,92.0715397,50.67970054,2704.636032,25.2152946,49.51420193,3332.342171,22.93077054,66.70344155,1.561492062,273.4049444,102.4881194,92.48333521,32.36606784,15.01079445,19.08179279,5.891489794,16.76873435,4.069396083,32.68630647,21.89436595,13.01319664,0.768301982,16.07291041,5.404086891,6.757868173,3.278481971,0.025126328,0.57220078,0.197245659,54.04458536,44.19637587,62.90459921,53.17652199,26.17110834,60.54067162,26.74203205,37.19338383,46.42172912,35.83138315,12.00349416
2/9/2016 11:00,0.26964225,3678.434608,4419.29103,9.123264751,32.59420954,47.55268101,2799.916835,64.64083451,122.9046801,0.216422532,92.10090601,49.11298945,2704.226775,25.23015421,49.69829042,3331.788169,22.91015204,66.71567339,1.25017499,273.6603571,102.4729296,92.66895363,32.14967625,14.92371164,18.80434171,5.920467156,16.39966599,4.048278108,32.91873796,21.84737639,12.93959131,0.870177803,16.22101153,5.409776462,6.753888491,3.308163371,-0.004405682,0.560093528,0.204396548,53.2881924,44.45577562,62.89750987,53.16975081,26.69832262,60.42040417,26.68275645,37.21903917,46.42772375,35.84250329,11.73686037
2/9/2016 12:00,0.273155084,3640.360245,4443.264578,9.316393259,32.47371826,47.16025348,2799.003626,64.86264852,122.8907013,0.219170804,92.07170104,49.33700798,2704.012962,25.10649455,51.1455399,3331.307198,23.09963284,66.70411882,0.578658488,273.5983335,102.4789973,92.43048925,32.31893098,14.92690865,18.47968386,6.086395687,16.462696,4.08064883,32.95058221,21.67930785,13.15946964,0.888802814,15.68275622,5.451510129,6.694044806,3.248438714,-0.004405682,0.560093528,0.204396548,53.2881924,44.45577562,62.96519229,53.05177219,26.81786681,60.54941331,26.37612914,37.22016457,46.43345668,36.00190299,10.62649289
2/9/2016 13:00,0.269311373,3662.863755,4410.818116,9.199855184,32.38907985,47.51053705,2799.814728,64.73701965,122.9113126,0.212473757,92.11050374,49.33431768,2704.785842,25.28076784,51.46842894,3332.824217,22.94197619,66.72983773,1.919722081,273.4985159,102.4465256,92.43156325,32.22156551,14.90705862,19.11610525,5.948327157,17.05379622,4.045429429,32.67738433,21.9228328,12.63866475,0.947460157,16.03869228,5.420613095,6.742628249,3.263849241,-0.004405682,0.560093528,0.204396548,53.2881924,44.45577562,62.9941979,53.00720539,26.35292403,60.63861957,26.38849701,37.19044378,46.4258913,36.07325336,11.57748258
2/9/2016 14:00,0.273951752,3632.442696,4425.392668,9.163614177,32.47794861,47.57036469,2798.567447,65.11975834,122.8934986,0.217027097,92.06409811,50.9227797,2704.01072,25.11506741,48.06132514,3330.861372,22.9170216,66.70936124,0.700414104,274.166506,102.4875258,92.60051623,32.20498938,14.78321832,18.18544478,6.136432837,16.86677427,4.053891178,33.26923096,21.78499342,12.82945445,0.849032293,15.95884634,5.433336292,6.622506894,3.315123897,-0.001300971,0.557766412,0.177549285,54.49980876,44.97906362,62.96282477,53.11888927,26.91755875,60.46417968,26.20580819,37.19797156,46.43079181,35.87376584,12.62767718
2/9/2016 15:00,0.264661209,3643.985021,4416.218642,9.217963553,32.59847763,47.75277984,2799.670657,65.5053899,122.8840266,0.21563366,92.07040726,49.89071994,2704.545278,25.19133835,50.1133599,3331.548755,23.00097131,66.72642063,-0.04836232,273.1579271,102.452864,92.40452999,32.93784773,15.00078382,18.27163774,5.984764643,16.42024218,4.033166759,32.60592819,21.77054383,12.77929799,0.703390411,16.08476982,5.456152823,6.630582826,3.229946166,-0.001300971,0.557766412,0.177549285,54.49980876,44.97906362,62.87826677,53.19723871,26.10791063,60.77610482,26.09974127,37.18791235,46.41875232,35.92912082,12.62636754
2/9/2016 16:00,0.255480905,3667.034652,4459.232757,9.158918798,32.95221125,47.34836243,2801.140476,63.94033644,122.9012336,0.217566724,92.14868642,51.03428119,2705.771242,25.21868541,50.79665094,3333.402735,22.92037378,66.70167738,-0.003799623,273.7322378,102.4573564,92.44045671,32.24155565,14.80968989,18.41777426,5.937502793,16.91216907,4.060064936,32.61646013,21.60197907,12.83072916,0.866367186,16.27751786,5.408371752,6.712150181,3.258651594,0.009543132,0.556816592,0.198280164,54.07062917,44.07936168,62.83967989,53.25442889,25.20400058,60.62826983,26.57499502,37.21079384,46.42296045,36.05085639,13.81464274
2/9/2016 17:00,0.255542841,3659.723334,4446.940228,9.370463928,32.44519151,47.26519315,2801.339874,66.08681441,122.8837576,0.219463457,92.11239858,50.2269089,2705.477848,25.28287532,51.59512632,3332.897288,23.07202905,66.71177546,0.143837824,273.4674626,102.480472,92.57422821,32.1740485,14.98314746,18.71766121,6.001136539,16.40661986,4.037312646,32.71801963,21.79940933,13.52096942,0.986271084,16.2214695,5.436095779,6.679010062,3.222112939,0.009543132,0.556816592,0.198280164,54.07062917,44.07936168,62.85453698,53.23117692,25.27694197,60.71899648,27.05294894,37.20629481,46.44840771,35.90886529,14.47164449
2/9/2016 18:00,0.260290456,3640.631379,4456.462969,9.310344574,32.72796673,47.79814177,2800.643203,65.32469391,122.8822418,0.222252399,92.12420109,49.72729145,2705.033992,25.4950129,50.49988065,3333.14526,23.07536444,66.67346639,0.768220767,273.6471869,102.4627432,92.53735875,32.87899326,14.92201532,18.29708105,6.046931644,16.62353257,4.046008596,32.95503994,21.71895521,13.03004938,1.015857778,15.9610158,5.422759592,6.739558388,3.299521993,0.009543132,0.556816592,0.198280164,54.07062917,44.07936168,62.85738931,53.19294477,25.69321861,60.5951649,27.14670191,37.21705868,46.42694279,35.96392484,12.83116
